OpenTime,OMG-USDT_Open,OMG-USDT_High,OMG-USDT_Low,OMG-USDT_Close,OMG-USDT_volume,CloseTime,OMG-QuoteAssetVolume,OMG-NumberOfTrades,OMG-TBBAV,OMG-TBQAV,OMG-ignore,LTC-USDT_Open,LTC-USDT_High,LTC-USDT_Low,LTC-USDT_Close,LTC-USDT_volume,LTC-QuoteAssetVolume,LTC-NumberOfTrades,LTC-TBBAV,LTC-TBQAV,LTC-ignore,ETH-USDT_Open,ETH-USDT_High,ETH-USDT_Low,ETH-USDT_Close,ETH-USDT_volume,ETH-QuoteAssetVolume,ETH-NumberOfTrades,ETH-TBBAV,ETH-TBQAV,ETH-ignore,BTC-USDT_Open,BTC-USDT_High,BTC-USDT_Low,BTC-USDT_Close,BTC-USDT_volume,BTC-QuoteAssetVolume,BTC-NumberOfTrades,BTC-TBBAV,BTC-TBQAV,BTC-ignore
1648944000000,6.04000000,6.27800000,6.02900000,6.10800000,680908.60000000,1648947599999,4167084.29840000,34883,350635.90000000,2146369.94820000,0,124.90000000,125.80000000,124.50000000,125.80000000,12345.63200000,1546502.40730000,2811,5668.77600000,710098.59870000,0,3443.77000000,3466.93000000,3440.52000000,3466.93000000,12739.70500000,44029980.97640700,21558,6497.55140000,22453308.32903900,0,45810.99000000,46065.21000000,45774.64000000,46065.21000000,1461.10347000,67092100.45710680,40370,725.91999000,33329277.40790810,0
1648947600000,6.10800000,6.10800000,5.80400000,5.87800000,417665.10000000,1648951199999,2467093.70040000,18029,212365.60000000,1253863.32280000,0,125.70000000,125.70000000,123.60000000,124.50000000,22211.70900000,2762058.72180000,5191,10038.94400000,1248157.91970000,0,3466.86000000,3466.95000000,3412.11000000,3439.58000000,23745.45210000,81457816.50395100,38304,10707.98580000,36730579.89456700,0,46065.21000000,46065.83000000,45530.92000000,45846.00000000,2005.70992000,91708938.61038820,53797,924.45944000,42265412.96310500,0
1648951200000,5.87500000,5.97300000,5.86500000,5.88900000,124347.80000000,1648954799999,736442.85610000,5618,68585.00000000,406221.33930000,0,124.50000000,124.90000000,124.10000000,124.30000000,5304.16400000,660236.78150000,1534,2517.08100000,313295.48180000,0,3439.58000000,3450.56000000,3429.00000000,3430.64000000,9007.41550000,30989677.73133300,15919,3957.13040000,13616959.55266000,0,45845.99000000,45960.55000000,45760.25000000,45776.83000000,808.43964000,37088097.96363270,32131,392.18612000,17995802.68082110,0
1648954800000,5.89300000,5.96500000,5.86500000,5.94200000,110890.50000000,1648958399999,657209.44170000,2326,56580.40000000,335270.51280000,0,124.20000000,125.10000000,124.10000000,125.00000000,8211.24700000,1024422.57030000,1807,3719.19900000,464045.92110000,0,3430.64000000,3462.43000000,3427.06000000,3456.26000000,10444.49050000,36047358.99682700,16901,5891.56000000,20334814.94313400,0,45776.84000000,45970.00000000,45718.23000000,45943.25000000,678.82675000,31151038.32884800,26923,361.27214000,16577779.32677570,0
1648958400000,5.94700000,6.00500000,5.94500000,5.97600000,98070.20000000,1648961999999,585914.76620000,2924,40339.70000000,240949.62380000,0,125.10000000,125.60000000,124.80000000,125.60000000,9153.08200000,1145902.57140000,2009,3032.95200000,379832.79850000,0,3456.27000000,3476.00000000,3451.49000000,3476.00000000,10723.72500000,37164011.41547900,17726,5686.95290000,19717090.35457000,0,45943.26000000,46364.19000000,45927.83000000,46364.18000000,896.84849000,41379315.54551270,29328,479.97784000,22143999.57429740,0
1648962000000,5.97600000,6.01000000,5.96400000,6.00800000,62289.10000000,1648965599999,373214.02520000,1922,32245.40000000,193173.82440000,0,125.60000000,125.70000000,125.20000000,125.30000000,4732.17400000,593666.48960000,1430,2714.48700000,340634.89250000,0,3476.00000000,3481.99000000,3471.15000000,3476.57000000,9700.45820000,33717014.90663200,14961,5316.44870000,18478889.90220500,0,46364.18000000,46380.96000000,46225.00000000,46355.93000000,735.75202000,34067348.22748340,24249,374.80331000,17352517.68500450,0
1648965600000,6.00700000,6.08000000,5.99500000,6.07200000,110207.80000000,1648969199999,664689.56930000,4051,55891.50000000,337263.94460000,0,125.40000000,126.30000000,125.20000000,126.10000000,12862.19600000,1618721.09630000,2658,8612.74700000,1084075.64500000,0,3476.57000000,3508.37000000,3471.68000000,3505.19000000,23472.55010000,82084066.85573100,35106,12001.81410000,41965986.61465400,0,46355.93000000,46570.00000000,46312.04000000,46432.70000000,1561.68757000,72510596.78078720,37963,775.73144000,36015453.39806710,0
1648969200000,6.07300000,6.08600000,6.01300000,6.04100000,87041.00000000,1648972799999,526869.48410000,2372,43709.90000000,264588.22130000,0,126.20000000,126.40000000,125.70000000,126.10000000,11447.32100000,1443581.57690000,2470,5599.07000000,706120.74480000,0,3505.19000000,3507.99000000,3481.71000000,3490.10000000,10567.45650000,36888429.45618200,17407,5456.20040000,19041457.59501200,0,46432.69000000,46465.55000000,46291.56000000,46363.82000000,947.44176000,43925522.96547360,35608,481.02399000,22299454.03497630,0
1648972800000,6.04000000,6.09500000,6.01700000,6.03400000,137257.10000000,1648976399999,831911.74720000,2780,78647.10000000,476617.10420000,0,126.10000000,126.60000000,125.60000000,125.80000000,10395.97300000,1312032.58960000,2473,7022.46800000,886706.96740000,0,3490.11000000,3498.47000000,3473.16000000,3475.88000000,10920.03130000,38075957.35434800,17122,5215.60150000,18187364.13823700,0,46363.83000000,46416.75000000,46219.08000000,46271.68000000,634.83020000,29407447.49706180,26686,303.61585000,14064747.51007630,0
1648976400000,6.03600000,6.05600000,5.97800000,6.02600000,152337.30000000,1648979999999,915935.66190000,3456,62516.60000000,376059.96180000,0,125.90000000,126.40000000,125.50000000,126.20000000,9473.95300000,1193339.08130000,2154,5816.96000000,732795.68570000,0,3475.89000000,3510.02000000,3470.20000000,3494.07000000,18777.03590000,65610211.30440200,27335,10218.19430000,35714360.23960100,0,46271.67000000,46446.80000000,46168.92000000,46362.66000000,986.69853000,45701195.55354250,31703,466.29735000,21596563.44291590,0
1648980000000,6.03000000,6.06700000,5.98100000,6.05000000,121121.60000000,1648983599999,729767.32250000,3054,64423.80000000,387999.50860000,0,126.30000000,126.60000000,125.90000000,126.30000000,9027.67800000,1140315.32640000,1989,4681.46100000,591331.45550000,0,3494.07000000,3498.46000000,3477.54000000,3484.27000000,12536.50680000,43680106.32624900,17830,6046.91170000,21068472.40957500,0,46362.66000000,46400.00000000,46122.62000000,46180.00000000,794.41828000,36727687.10456190,26770,396.26991000,18320932.63992460,0
1648983600000,6.05300000,6.05500000,5.99000000,6.01900000,82872.90000000,1648987199999,499046.64530000,1779,34768.00000000,209365.12540000,0,126.40000000,126.70000000,126.00000000,126.60000000,8960.43200000,1132285.80630000,2032,4728.74200000,597769.32170000,0,3484.27000000,3492.13000000,3472.32000000,3484.97000000,10626.32140000,36986531.34378000,16804,5536.66450000,19270895.53124600,0,46180.00000000,46332.83000000,46076.92000000,46252.59000000,736.22899000,34015872.21660680,27409,371.42607000,17159480.09328180,0
1648987200000,6.01800000,6.03300000,5.98300000,6.00600000,96943.10000000,1648990799999,582869.07520000,2064,44642.10000000,268374.47640000,0,126.50000000,127.20000000,126.10000000,126.90000000,11519.93000000,1460103.18630000,3271,7056.06900000,894287.57320000,0,3484.96000000,3508.86000000,3477.84000000,3493.34000000,15305.42120000,53487988.39702300,20315,9500.23040000,33201930.05700600,0,46252.59000000,46435.08000000,46188.00000000,46383.12000000,836.19483000,38747265.41364010,28344,453.25016000,21003455.61853740,0
1648990800000,6.00600000,6.01800000,5.94200000,5.94200000,124076.20000000,1648994399999,740813.20770000,3382,58889.50000000,351496.45990000,0,127.00000000,127.30000000,126.50000000,126.70000000,14682.08400000,1864091.66360000,3150,7180.57600000,911728.25760000,0,3493.33000000,3512.73000000,3487.44000000,3498.61000000,15708.00770000,54970802.57113900,25708,7993.82620000,27977493.53975700,0,46383.12000000,46670.04000000,46272.44000000,46441.27000000,2559.85630000,119061497.42718770,48069,1406.60747000,65427483.89217950,0
1648994400000,5.94300000,5.98800000,5.92500000,5.98600000,67928.10000000,1648997999999,404576.84920000,2184,35868.40000000,213679.92840000,0,126.80000000,127.60000000,126.50000000,127.60000000,14670.68400000,1864147.08490000,3146,8487.16500000,1078985.71300000,0,3498.62000000,3512.87000000,3481.95000000,3512.86000000,9971.83330000,34852279.60140900,24281,5349.93630000,18698407.38215600,0,46441.27000000,46633.75000000,46301.67000000,46633.75000000,1011.00006000,46945417.78747110,35700,509.23169000,23646213.26363170,0
1648998000000,5.98400000,5.99900000,5.94500000,5.95400000,61534.40000000,1649001599999,367463.27560000,1673,29918.80000000,178670.12060000,0,127.60000000,128.00000000,127.30000000,127.50000000,13273.47800000,1694452.23980000,3549,5762.18900000,735877.92060000,0,3512.86000000,3519.99000000,3498.58000000,3500.36000000,17032.40930000,59809263.67397500,26277,8567.32740000,30083959.68047800,0,46633.74000000,46723.00000000,46381.00000000,46412.49000000,1369.61349000,63776925.61394300,43826,650.22107000,30282522.73184380,0
1649001600000,5.95400000,5.98800000,5.90200000,5.92500000,87237.10000000,1649005199999,517692.77140000,3116,42914.30000000,254677.96320000,0,127.60000000,128.20000000,126.70000000,127.00000000,13310.51600000,1695398.87400000,3774,6791.84200000,865476.78660000,0,3500.36000000,3516.50000000,3484.00000000,3488.12000000,16644.31270000,58174127.17060200,27837,7878.45640000,27537605.57603300,0,46412.49000000,46519.35000000,46220.16000000,46293.50000000,1220.80719000,56549234.98760320,49568,568.31184000,26324554.17394130,0
1649005200000,5.92500000,5.93000000,5.88300000,5.89900000,46072.40000000,1649008799999,271782.99030000,1543,21798.70000000,128567.61900000,0,127.00000000,127.20000000,126.40000000,126.90000000,10226.79300000,1296779.04990000,2413,5256.62300000,666563.23610000,0,3488.13000000,3494.88000000,3479.38000000,3493.60000000,11869.91800000,41409127.82255700,15736,5257.49600000,18340398.71256800,0,46293.49000000,46411.11000000,46240.46000000,46394.95000000,992.49464000,45976761.91566740,32735,440.22691000,20393979.21170370,0
1649008800000,5.90100000,5.90800000,5.86900000,5.88100000,58930.80000000,1649012399999,347171.85730000,1875,27164.60000000,160031.89600000,0,127.00000000,127.20000000,126.10000000,126.70000000,11027.70400000,1396594.45230000,2911,4221.81200000,534818.41190000,0,3493.59000000,3520.78000000,3488.12000000,3509.06000000,12275.95370000,43020007.92288000,23808,6539.30290000,22917760.14220500,0,46394.96000000,46770.65000000,46352.04000000,46586.31000000,1291.76765000,60128774.77324480,36262,659.65920000,30700931.78779700,0
1649012400000,5.88300000,5.92000000,5.86700000,5.90600000,81512.00000000,1649015999999,480083.24240000,2104,34913.10000000,205779.64250000,0,126.70000000,127.00000000,126.30000000,126.60000000,8141.97800000,1031194.60570000,1920,4196.08600000,531504.24810000,0,3509.06000000,3516.94000000,3487.00000000,3487.28000000,16637.91730000,58213613.80764200,20478,8101.09670000,28343331.03661300,0,46586.31000000,46698.82000000,46400.41000000,46405.50000000,1661.83352000,77293598.90111150,39768,809.29577000,37637607.06667840,0
1649016000000,5.90700000,5.95000000,5.89900000,5.92900000,41119.70000000,1649019599999,243809.88230000,1108,21222.90000000,125785.40790000,0,126.60000000,127.20000000,126.50000000,127.00000000,8488.02700000,1076994.72460000,1769,4584.25300000,581854.85230000,0,3487.28000000,3505.16000000,3487.00000000,3492.65000000,7082.17250000,24758763.77471100,16645,3642.59780000,12734093.71142400,0,46405.49000000,46482.33000000,46363.96000000,46365.02000000,590.68009000,27420106.24959630,28409,286.12982000,13282196.18944980,0
1649019600000,5.92700000,5.96800000,5.91500000,5.96800000,43814.70000000,1649023199999,260304.69030000,1086,23445.80000000,139346.51680000,0,126.90000000,128.00000000,126.90000000,127.90000000,13898.23600000,1770394.09790000,2906,7776.01300000,990783.04470000,0,3492.65000000,3528.06000000,3488.54000000,3528.06000000,12383.52300000,43484355.91550700,21427,6396.82250000,22461985.03750500,0,46365.01000000,46980.00000000,46332.25000000,46980.00000000,1526.86140000,71235274.18471760,44776,880.97108000,41105314.20613220,0
1649023200000,5.96800000,6.03800000,5.95500000,5.99200000,103439.00000000,1649026799999,620830.50040000,4341,50212.60000000,301359.09100000,0,127.90000000,129.50000000,127.70000000,128.50000000,39054.92000000,5030534.40330000,10493,20894.90000000,2691563.28330000,0,3528.04000000,3580.34000000,3515.88000000,3544.48000000,58416.03670000,207669117.15976400,104685,30479.43680000,108352530.37536200,0,46980.00000000,47444.11000000,46584.63000000,46695.11000000,5819.85205000,273820107.07746880,123236,2953.55280000,138986114.48012580,0
1649026800000,5.99000000,6.02700000,5.96300000,6.01800000,116981.30000000,1649030399999,701471.59700000,2391,67846.50000000,406750.78120000,0,128.50000000,129.50000000,128.00000000,128.70000000,21658.10800000,2788714.94420000,4278,8902.14800000,1146447.58150000,0,3544.47000000,3546.00000000,3510.00000000,3521.91000000,24993.11460000,88091105.90370800,35588,11812.39270000,41635443.67983800,0,46695.10000000,46711.58000000,46248.84000000,46407.35000000,2265.73110000,105269567.46814770,62933,1069.73941000,49704181.43634330,0
1649030400000,6.01900000,6.02200000,5.85400000,5.86900000,179819.20000000,1649033999999,1064214.81910000,6764,91657.30000000,542076.73930000,0,128.80000000,128.90000000,126.30000000,126.50000000,40114.03800000,5117513.48270000,7905,18779.81000000,2396995.30190000,0,3521.90000000,3523.33000000,3468.19000000,3475.91000000,35032.79460000,122491671.88651800,50952,14824.59790000,51834036.72909500,0,46407.36000000,46461.14000000,45744.77000000,45862.08000000,4363.15119000,201250576.23375950,87918,1965.92823000,90677731.70287220,0
